timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Latency,Hostname,IdleTime,Connect
1638210801776,1352,CadastrarNovoAssociado,200,,Thread Group 1-29,text,true,,245,260,56,56,http://localhost:8080/assingAssociate,1352,STFBSBC044602-L,0,1
1638210802317,811,CadastrarNovoAssociado,200,,Thread Group 1-137,text,true,,245,260,56,56,http://localhost:8080/assingAssociate,811,STFBSBC044602-L,0,1
1638210801770,1359,CadastrarNovoAssociado,200,,Thread Group 1-28,text,true,,245,260,54,54,http://localhost:8080/assingAssociate,1359,STFBSBC044602-L,0,1
1638210802346,788,CadastrarNovoAssociado,200,,Thread Group 1-143,text,true,,245,260,53,53,http://localhost:8080/assingAssociate,787,STFBSBC044602-L,0,2
1638210802380,755,CadastrarNovoAssociado,200,,Thread Group 1-150,text,true,,245,260,52,52,http://localhost:8080/assingAssociate,755,STFBSBC044602-L,0,1
1638210801737,1398,CadastrarNovoAssociado,200,,Thread Group 1-19,text,true,,245,260,52,52,http://localhost:8080/assingAssociate,1398,STFBSBC044602-L,0,1
1638210801841,1295,CadastrarNovoAssociado,200,,Thread Group 1-41,text,true,,245,260,50,50,http://localhost:8080/assingAssociate,1295,STFBSBC044602-L,0,1
1638210801970,1170,CadastrarNovoAssociado,200,,Thread Group 1-67,text,true,,245,260,49,49,http://localhost:8080/assingAssociate,1170,STFBSBC044602-L,0,1
1638210802385,756,CadastrarNovoAssociado,200,,Thread Group 1-151,text,true,,245,260,48,48,http://localhost:8080/assingAssociate,756,STFBSBC044602-L,0,1
1638210801942,1200,CadastrarNovoAssociado,200,,Thread Group 1-62,text,true,,245,260,47,47,http://localhost:8080/assingAssociate,1199,STFBSBC044602-L,0,1
1638210802446,701,CadastrarNovoAssociado,200,,Thread Group 1-163,text,true,,245,260,46,46,http://localhost:8080/assingAssociate,700,STFBSBC044602-L,0,2
1638210802568,580,CadastrarNovoAssociado,200,,Thread Group 1-187,text,true,,245,260,45,45,http://localhost:8080/assingAssociate,580,STFBSBC044602-L,0,1
1638210802391,759,CadastrarNovoAssociado,200,,Thread Group 1-152,text,true,,245,260,44,44,http://localhost:8080/assingAssociate,759,STFBSBC044602-L,0,1
1638210801814,1336,CadastrarNovoAssociado,200,,Thread Group 1-36,text,true,,245,260,44,44,http://localhost:8080/assingAssociate,1336,STFBSBC044602-L,0,0
1638210802506,648,CadastrarNovoAssociado,200,,Thread Group 1-175,text,true,,245,260,42,42,http://localhost:8080/assingAssociate,648,STFBSBC044602-L,0,1
1638210802460,697,CadastrarNovoAssociado,200,,Thread Group 1-166,text,true,,245,260,41,41,http://localhost:8080/assingAssociate,696,STFBSBC044602-L,0,1
1638210801675,1482,CadastrarNovoAssociado,200,,Thread Group 1-9,text,true,,245,260,40,40,http://localhost:8080/assingAssociate,1482,STFBSBC044602-L,0,8
1638210802362,798,CadastrarNovoAssociado,200,,Thread Group 1-146,text,true,,245,260,39,39,http://localhost:8080/assingAssociate,797,STFBSBC044602-L,0,1
1638210802494,671,CadastrarNovoAssociado,200,,Thread Group 1-171,text,true,,245,260,38,38,http://localhost:8080/assingAssociate,671,STFBSBC044602-L,0,1
1638210801810,1359,CadastrarNovoAssociado,200,,Thread Group 1-34,text,true,,245,260,37,37,http://localhost:8080/assingAssociate,1359,STFBSBC044602-L,0,1
1638210802550,619,CadastrarNovoAssociado,200,,Thread Group 1-184,text,true,,245,260,37,37,http://localhost:8080/assingAssociate,619,STFBSBC044602-L,0,3
1638210802403,767,CadastrarNovoAssociado,200,,Thread Group 1-154,text,true,,245,260,36,36,http://localhost:8080/assingAssociate,766,STFBSBC044602-L,0,1
1638210802467,706,CadastrarNovoAssociado,200,,Thread Group 1-167,text,true,,245,260,34,34,http://localhost:8080/assingAssociate,706,STFBSBC044602-L,0,1
1638210801763,1414,CadastrarNovoAssociado,200,,Thread Group 1-26,text,true,,245,260,33,33,http://localhost:8080/assingAssociate,1414,STFBSBC044602-L,0,1
1638210801851,1328,CadastrarNovoAssociado,200,,Thread Group 1-44,text,true,,245,260,32,32,http://localhost:8080/assingAssociate,1327,STFBSBC044602-L,0,1
1638210802019,1160,CadastrarNovoAssociado,200,,Thread Group 1-77,text,true,,245,260,32,32,http://localhost:8080/assingAssociate,1160,STFBSBC044602-L,0,1
1638210801758,1426,CadastrarNovoAssociado,200,,Thread Group 1-25,text,true,,245,260,30,30,http://localhost:8080/assingAssociate,1425,STFBSBC044602-L,0,1
1638210802010,1176,CadastrarNovoAssociado,200,,Thread Group 1-75,text,true,,245,260,29,29,http://localhost:8080/assingAssociate,1175,STFBSBC044602-L,0,1
1638210802001,1202,CadastrarNovoAssociado,200,,Thread Group 1-73,text,true,,245,260,28,28,http://localhost:8080/assingAssociate,1202,STFBSBC044602-L,0,1
1638210802282,922,CadastrarNovoAssociado,200,,Thread Group 1-130,text,true,,245,260,27,27,http://localhost:8080/assingAssociate,922,STFBSBC044602-L,0,1
1638210801855,1350,CadastrarNovoAssociado,200,,Thread Group 1-45,text,true,,245,260,26,26,http://localhost:8080/assingAssociate,1349,STFBSBC044602-L,0,1
1638210802022,1185,CadastrarNovoAssociado,200,,Thread Group 1-78,text,true,,245,260,25,25,http://localhost:8080/assingAssociate,1185,STFBSBC044602-L,0,1
1638210802500,711,CadastrarNovoAssociado,200,,Thread Group 1-174,text,true,,245,260,24,24,http://localhost:8080/assingAssociate,710,STFBSBC044602-L,0,1
1638210802134,1081,CadastrarNovoAssociado,200,,Thread Group 1-99,text,true,,245,260,23,23,http://localhost:8080/assingAssociate,1081,STFBSBC044602-L,0,1
1638210802005,1211,CadastrarNovoAssociado,200,,Thread Group 1-74,text,true,,245,260,22,22,http://localhost:8080/assingAssociate,1210,STFBSBC044602-L,0,1
1638210801966,1252,CadastrarNovoAssociado,200,,Thread Group 1-66,text,true,,245,260,21,21,http://localhost:8080/assingAssociate,1252,STFBSBC044602-L,0,1
1638210802031,1191,CadastrarNovoAssociado,200,,Thread Group 1-80,text,true,,245,260,20,20,http://localhost:8080/assingAssociate,1191,STFBSBC044602-L,0,1
1638210802236,990,CadastrarNovoAssociado,200,,Thread Group 1-121,text,true,,245,260,19,19,http://localhost:8080/assingAssociate,989,STFBSBC044602-L,0,1
1638210801713,1513,CadastrarNovoAssociado,200,,Thread Group 1-16,text,true,,245,260,19,19,http://localhost:8080/assingAssociate,1512,STFBSBC044602-L,0,1
1638210802086,1141,CadastrarNovoAssociado,200,,Thread Group 1-90,text,true,,245,260,17,17,http://localhost:8080/assingAssociate,1141,STFBSBC044602-L,0,1
1638210802234,994,CadastrarNovoAssociado,200,,Thread Group 1-119,text,true,,245,260,17,17,http://localhost:8080/assingAssociate,993,STFBSBC044602-L,0,1
1638210802149,1082,CadastrarNovoAssociado,200,,Thread Group 1-103,text,true,,245,260,15,15,http://localhost:8080/assingAssociate,1081,STFBSBC044602-L,0,1
1638210802091,1140,CadastrarNovoAssociado,200,,Thread Group 1-91,text,true,,245,260,15,15,http://localhost:8080/assingAssociate,1140,STFBSBC044602-L,0,1
1638210801907,1324,CadastrarNovoAssociado,200,,Thread Group 1-55,text,true,,245,260,14,14,http://localhost:8080/assingAssociate,1323,STFBSBC044602-L,0,1
1638210801835,1398,CadastrarNovoAssociado,200,,Thread Group 1-39,text,true,,245,260,12,12,http://localhost:8080/assingAssociate,1397,STFBSBC044602-L,0,1
1638210802196,1041,CadastrarNovoAssociado,200,,Thread Group 1-111,text,true,,245,260,11,11,http://localhost:8080/assingAssociate,1040,STFBSBC044602-L,0,3
1638210801926,1319,CadastrarNovoAssociado,200,,Thread Group 1-58,text,true,,245,260,10,10,http://localhost:8080/assingAssociate,1318,STFBSBC044602-L,0,1
1638210802120,1125,CadastrarNovoAssociado,200,,Thread Group 1-97,text,true,,245,260,10,10,http://localhost:8080/assingAssociate,1125,STFBSBC044602-L,0,1
